tools_desc,启用工具扩展，让 AI 可访问实时信息、处理文件或执行计算。,Enable tool extensions.,ツール拡張を有効化,,,
tavily_api_label,Tavily 搜索 API 密钥 (用于联网搜索工具),Tavily Search API Key,Tavily検索APIキー,,,
get_api_key,获取密钥,Get API Key,APIキーを取得,,,
recommended,推荐,Recommended,推奨,,,
mcp_server_config,MCP 服务器配置 (Model Context Protocol),MCP Server Config,MCPサーバー設定,,,
new_server_name,新服务器,New Server,新規サーバー,,,
add_mcp_server,添加服务器,Add Server,サーバー追加,,,
mcp_server_name,服务器名称,Server Name,サーバー名,,,
mcp_server_url_placeholder,服务器 URL (例如: http://localhost:3001),Server URL (e.g. http://localhost:3001),サーバーURL (例: http://localhost:3001),,,
no_mcp_servers_hint,尚未添加任何 MCP 服务器,No MCP servers added yet,MCPサーバーが追加されていません,,,
built_in_tools,内置工具列表,Built-in Tools,組み込みツール,,,
tool_web_search,联网搜索,Web Search,ネット検索,,,
tool_web_search_desc,基于 Tavily 的实时联网搜索,Real-time web search via Tavily.,Tavilyによるネット検索,,,
tool_code_exec,代码执行,Code Execution,コード実行,,,
tool_code_exec_desc,执行 JS 代码并输出结果,Execute JS code.,JSコードを実行,,,
tool_file_proc,文件处理,File Processing,ファイル処理,,,
tool_file_proc_desc,创建和读取 VFS 文件,Create and read VFS files.,VFSの作成と読み込み,,,
tool_unit_conv,单位转换,Unit Conversion,単位変換,,,
tool_unit_conv_desc,长度、重量、温度转换,Unit conversion.,単位変換,,,
tool_password_gen,安全密码,Secure Password,安全なパスワード,,,
tool_password_gen_desc,生成强随机密码,Generate strong passwords.,強固なパスワード生成,,,
tool_color_tools,颜色工具,Color Tools,カラーツール,,,
tool_color_tools_desc,Hex/RGB 转换与随机取色,Color tools.,カラーツール,,,
tool_base64,Base64,Base64,Base64,,,
tool_base64_desc,文本编码与解码,Base64 tools.,Base64ツール,,,
export_compliance_title,导出设置,Export Settings,エクスポート設定,,,
export_compliance_desc,配置水印设置、查看用户政策,Export permissions and watermarks.,エクスポート許可と透かし,,,
backup_restore_title,备份与恢复,Backup & Restore,バックアップと復元,,,
backup_restore_desc_alt,导入或导出完整配置，包括 API 密钥、模型列表与界面偏好。,Import or export full config.,設定の入出力,,,
legal_desc,配置水印设置、查看用户政策,Export permissions and legal terms.,エクスポート許可と法的条項,,,
return_to_about,返回,Back to About,バージョン情報に戻る,,,
export_license_watermark,导出许可与水印设置,Export License & Watermark,エクスポート許可と透かし,,,
export_license_hint,可随时重新配置导出与水印模式。关闭导出后，全应用将隐藏所有下载与导出按钮。,Configure export anytime.,エクスポートはいつでも設定可能,,,
export_agree_no_wm,开启导出：同意并去除显式水印,Enable Export (No Watermark),エクスポート有効（透かしなし）,,,
export_agree_no_wm_desc,允许导出对话与文件。去除可见的【人工智能生成】标注，文件内部保留溯源元数据。,Allow export without visible watermark.,透かしなしでエクスポート,,,
export_agree_with_wm,开启导出：同意并保留显式水印,Enable Export (With Watermark),エクスポート有効（透かしあり）,,,
export_agree_with_wm_desc,允许导出对话与文件。导出的图片或长图添加【人工智能生成】半透明水印。,Allow export with visible watermark.,透かしありでエクスポート,,,
export_disagree,关闭导出：不同意并禁用相关功能,Disable Export,エクスポート無効,,,
export_disagree_desc,隐藏所有下载与导出按钮,Hide all export and download buttons.,エクスポートボタンを非表示,,,
legal_agreement_title,用户政策,Legal Agreements & Policies,法的契約とポリシー,,,
privacy_policy_label,隐私政策,Privacy Policy,プライバシーポリシー,,,
terms_of_service_label,用户服务协议,Terms of Service,利用規約,,,
export_usage_notice,导出使用须知,Export Notice,エクスポートに関する注意事項,,,
